date_transited,item_type,from_library,from_authority,to_library,to_authority
2018-07-09,Adult Fiction,Highcliffe Library,Dorset,North Somerset Mobile,North Somerset
2018-07-09,Adult Fiction,Glastonbury Library,Somerset,Martock Library,Somerset
2018-07-09,Adult Fiction,Ferndown Library,Dorset,Somerton Library,Somerset
2018-07-09,Adult Fiction,Wareham Library,Dorset,Paulton Library,Bath and North East Somerset
2018-07-09,Adult Fiction,Sherborne Library,Dorset,Yeovil Library,Somerset
2018-07-09,Adult Fiction,Highcliffe Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-07-09,YA / Teen Fiction,Henbury Library,Bristol,Parkstone Library,Poole
2018-07-09,Adult Spoken Word,Street Library,Somerset,Williton Library,Somerset
2018-07-09,Adult Fiction,Highcliffe Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-07-09,Adult Fiction,Ferndown Library,Dorset,Bedminster Library,Bristol
2018-07-09,Adult Spoken Word,Street Library,Somerset,Williton Library,Somerset
2018-07-09,Adult Non Fiction,Downend Library,South Gloucestershire,Bristol Central Lending Library,Bristol
2018-07-09,Adult Fiction,Weymouth Library,Dorset,Keynsham Library,Bath and North East Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Williton Library,Somerset
2018-07-09,Adult Non Fiction,Henbury Library,Bristol,Bath Central Library,Bath and North East Somerset
2018-07-09,Adult Spoken Word,Highcliffe Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-09,Adult Spoken Word,Street Library,Somerset,Williton Library,Somerset
2018-07-09,Adult Fiction,Sherborne Library,Dorset,Swanage Library,Dorset
2018-07-09,Adult Fiction,Yate Library,South Gloucestershire,Burnham Library,Somerset
2018-07-09,Adult Non Fiction,Downend Library,South Gloucestershire,Beaminster Library,Dorset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Williton Library,Somerset
2018-07-09,Child Fiction,Hartcliffe Library,Bristol,Hillfields Library,Bristol
2018-07-09,Adult Spoken Word,Street Library,Somerset,Williton Library,Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Williton Library,Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Williton Library,Somerset
2018-07-09,Adult Fiction,Ferndown Library,Dorset,Yeovil Library,Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Williton Library,Somerset
2018-07-09,Adult Fiction,B&NES Mobile Libraries,Bath and North East Somerset,Cheddar Library,Somerset
2018-07-09,Adult Non Fiction,Filton Library,South Gloucestershire,Somerset County Reserve,Somerset
2018-07-09,Adult Fiction,Downend Library,South Gloucestershire,Filwood Library,Bristol
2018-07-09,Child Fiction,Henbury Library,Bristol,Bridgwater Library,Somerset
2018-07-09,Adult Fiction,Glastonbury Library,Somerset,Chard Library,Somerset
2018-07-09,Adult Non Fiction,Knowle Library,Bristol,Somerset County Reserve,Somerset
2018-07-09,Adult Fiction,Sherborne Library,Dorset,Yeovil Library,Somerset
2018-07-09,Adult Fiction,Downend Library,South Gloucestershire,Chipping Sodbury Library,South Gloucestershire
2018-07-09,Adult Fiction,Stockwood Library,Bristol,Corfe Castle Library,Dorset
2018-07-09,Adult Non Fiction,Somerton Library,Somerset,Wareham Library,Dorset
2018-07-09,Adult Non Fiction,Performing Arts Library Yeovil,Somerset,Charmouth Library,Dorset
2018-07-09,Adult Fiction,Sherborne Library,Dorset,Yeovil Library,Somerset
2018-07-09,Child Fiction,Burnham Library,Somerset,Frome Library,Somerset
2018-07-09,Adult Fiction,Weymouth Library,Dorset,Minehead Library,Somerset
2018-07-09,Adult Non Fiction,Westbury-on-Trym Library,Bristol,B&NES Mobile Libraries,Bath and North East Somerset
2018-07-09,Adult Spoken Word,Henbury Library,Bristol,Parkstone Library,Poole
2018-07-09,Adult Fiction,Henbury Library,Bristol,Westbury-on-Trym Library,Bristol
2018-07-09,Child Fiction,Henbury Library,Bristol,Verwood Library,Dorset
2018-07-09,12 DVD Standard,Henbury Library,Bristol,Redland Library,Bristol
2018-07-09,Adult Non Fiction,Sherborne Library,Dorset,Yeovil Library,Somerset
2018-07-09,Adult Non Fiction,Henbury Library,Bristol,Weymouth Library,Dorset
2018-07-09,Adult Non Fiction,Horfield Library,Bristol,Bishopston Library,Bristol
2018-07-09,Child Fiction,Sherborne Library,Dorset,Yeovil Library,Somerset
2018-07-09,Adult Fiction,Horfield Library,Bristol,Filwood Library,Bristol
2018-07-09,Adult Fiction,Dorchester Library,Dorset,Campus Library,North Somerset
2018-07-09,Adult Fiction,Horfield Library,Bristol,Junction 3 Library,Bristol
2018-07-09,Adult Fiction,Horfield Library,Bristol,Knowle Library,Bristol
2018-07-09,Adult Spoken Word,Whitchurch Library,Bristol,Stalbridge Library,Dorset
2018-07-09,Adult Fiction,Horfield Library,Bristol,Hartcliffe Library,Bristol
2018-07-09,Child Fiction,Sherborne Library,Dorset,Yeovil Library,Somerset
2018-07-09,Child Fiction,Shirehampton Library,Bristol,Branksome Library,Poole
2018-07-09,Adult Fiction,Horfield Library,Bristol,Junction 3 Library,Bristol
2018-07-09,Child Fiction,Shirehampton Library,Bristol,Westbury-on-Trym Library,Bristol
2018-07-09,Adult Non Fiction,Cheddar Library,Somerset,Redland Library,Bristol
2018-07-09,Adult Non Fiction,Corfe Mullen Library,Dorset,Yeovil Library,Somerset
2018-07-09,Adult Fiction,Bradley Stoke Library,South Gloucestershire,Bedminster Library,Bristol
2018-07-09,Adult Fiction,Kingswood Library,South Gloucestershire,Lytchett Matravers Library,Dorset
2018-07-09,Adult Fiction,Dorchester Library,Dorset,Somerton Library,Somerset
2018-07-09,Adult Non Fiction,Cheddar Library,Somerset,Southmead Library,Bristol
2018-07-09,Large Print - Adult Non Fiction,Cheddar Library,Somerset,Whitchurch Library,Bristol
2018-07-09,Adult Non Fiction,Downend Library,South Gloucestershire,Yate Library,South Gloucestershire
2018-07-09,Adult Fiction,Dorchester Library,Dorset,Weston-super-Mare Library,North Somerset
2018-07-09,Adult Fiction,Downend Library,South Gloucestershire,Fishponds Library,Bristol
2018-07-09,Adult Non Fiction,Dorchester Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-09,Adult Non Fiction,Bishopston Library,Bristol,Wick Road Library,Bristol
2018-07-09,Adult Fiction,Downend Library,South Gloucestershire,Glastonbury Library,Somerset
2018-07-09,Adult Fiction,Bristol Central Lending Library,Bristol,Christchurch Library,Dorset
2018-07-09,Adult Non Fiction,Minehead Library,Somerset,Priorswood Library,Somerset
2018-07-09,Adult Non Fiction,Minehead Library,Somerset,Priorswood Library,Somerset
2018-07-09,Adult Non Fiction,Minehead Library,Somerset,Priorswood Library,Somerset
2018-07-09,Adult Non Fiction,Minehead Library,Somerset,Priorswood Library,Somerset
2018-07-09,Adult Fiction,Weymouth Library,Dorset,Bridport Library,Dorset
2018-07-09,Adult Fiction,Glastonbury Library,Somerset,Ilminster Library,Somerset
2018-07-09,Child Fiction,Yeovil Library,Somerset,Crewkerne Library,Somerset
2018-07-09,Adult Non Fiction,Dorchester Library,Dorset,Redland Library,Bristol
2018-07-09,Adult Non Fiction,Bishopston Library,Bristol,Fishponds Library,Bristol
2018-07-09,Child Fiction,Yeovil Library,Somerset,Crewkerne Library,Somerset
2018-07-09,Adult Non Fiction,Upton Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-07-09,Adult Fiction,Upton Library,Dorset,Minehead Library,Somerset
2018-07-09,Child Fiction,Yeovil Library,Somerset,Crewkerne Library,Somerset
2018-07-09,Adult Fiction,Upton Library,Dorset,Staple Hill Library,South Gloucestershire
2018-07-09,Adult Non Fiction,Bishopston Library,Bristol,Street Library,Somerset
2018-07-09,Child Fiction,Yeovil Library,Somerset,Crewkerne Library,Somerset
2018-07-09,Large Print - Adult Fiction,Henbury Library,Bristol,Sherborne Library,Dorset
2018-07-09,Adult Fiction,Dorchester Library,Dorset,Yate Library,South Gloucestershire
2018-07-09,Adult Fiction,Downend Library,South Gloucestershire,Chipping Sodbury Library,South Gloucestershire
2018-07-09,Adult Fiction,Stalbridge Library,Dorset,Nailsea Library,North Somerset
2018-07-09,Adult Non Fiction,Bishopston Library,Bristol,Shaftesbury Library,Dorset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Martock Library,Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Martock Library,Somerset
2018-07-09,Adult Non Fiction,Bishopston Library,Bristol,Weymouth Library,Dorset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Martock Library,Somerset
2018-07-09,Adult Fiction,Westbury-on-Trym Library,Bristol,Bath Central Library,Bath and North East Somerset
2018-07-09,Large Print - Adult Fiction,Upton Library,Dorset,Broadstone Library,Poole
2018-07-09,Adult Spoken Word,Street Library,Somerset,Martock Library,Somerset
2018-07-09,Large Print - Adult Fiction,Westbury-on-Trym Library,Bristol,Moorland Road Library,Bath and North East Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Martock Library,Somerset
2018-07-09,Adult Fiction,Yeovil Library,Somerset,Redland Library,Bristol
2018-07-09,Adult Spoken Word,Street Library,Somerset,Martock Library,Somerset
2018-07-09,Adult Fiction,Upton Library,Dorset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Martock Library,Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Martock Library,Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Martock Library,Somerset
2018-07-09,Adult Fiction,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-07-09,Adult Fiction,Downend Library,South Gloucestershire,Keynsham Library,Bath and North East Somerset
2018-07-09,Adult Non Fiction,Downend Library,South Gloucestershire,Bristol Central Lending Library,Bristol
2018-07-09,Adult Fiction,Downend Library,South Gloucestershire,Bristol Central Lending Library,Bristol
2018-07-09,Child Fiction,Worle Library,North Somerset,Campus Library,North Somerset
2018-07-09,Child Fiction,Worle Library,North Somerset,Campus Library,North Somerset
2018-07-09,Adult Fiction,Stalbridge Library,Dorset,Cheddar Library,Somerset
2018-07-09,Child Fiction,Worle Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-07-09,Child Fiction,Worle Library,North Somerset,Campus Library,North Somerset
2018-07-09,Adult Non Fiction,Frome Library,Somerset,Bishopston Library,Bristol
2018-07-09,Child Fiction,Worle Library,North Somerset,Campus Library,North Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Child Fiction,Worle Library,North Somerset,Campus Library,North Somerset
2018-07-09,Child Fiction,Worle Library,North Somerset,Campus Library,North Somerset
2018-07-09,Child Fiction,Worle Library,North Somerset,Campus Library,North Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Child Fiction,Worle Library,North Somerset,Campus Library,North Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Child Non Fiction,Dorchester Library,Dorset,Ferndown Library,Dorset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Fiction,Weymouth Library,Dorset,Upton Library,Dorset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Cheddar Library,Somerset
2018-07-09,Child Fiction,Saltford Library,Bath and North East Somerset,Keynsham Library,Bath and North East Somerset
2018-07-09,Adult Fiction,Lytchett Matravers Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-07-09,Adult Fiction,Williton Library,Somerset,Christchurch Library,Dorset
2018-07-09,Child Fiction,Wells Library,Somerset,Moorland Road Library,Bath and North East Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,PG DVD Premium,Cheddar Library,Somerset,Weston-super-Mare Library,North Somerset
2018-07-09,Child Fiction,Wells Library,Somerset,Bridport Library,Dorset
2018-07-09,Adult Fiction,Stalbridge Library,Dorset,Sherborne Library,Dorset
2018-07-09,Adult Fiction,Williton Library,Somerset,Whitchurch Library,Bristol
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Fiction,Williton Library,Somerset,Yate Library,South Gloucestershire
2018-07-09,Child Fiction,Chard Library,Somerset,Crewkerne Library,Somerset
2018-07-09,Child Fiction,Wells Library,Somerset,Frome Library,Somerset
2018-07-09,Adult Non Fiction,Cheddar Library,Somerset,Weston-super-Mare Library,North Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Fiction,Wells Library,Somerset,Portland Tophill Library,Dorset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Child Fiction,Bishopston Library,Bristol,Whitchurch Library,Bristol
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Fiction,Stalbridge Library,Dorset,Home Library Service Mobile Dorset,Dorset
2018-07-09,Large Print - Adult Fiction,Wells Library,Somerset,Whitchurch Library,Bristol
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Fiction,Street Library,Somerset,Burnham Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Non Fiction,Taunton Library,Somerset,Porlock Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Fiction,Beaminster Library,Dorset,Somerton Library,Somerset
2018-07-09,Large Print - Adult Fiction,Wells Library,Somerset,Taunton Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Fiction,Street Library,Somerset,Bishops Lydeard Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Spoken Word,Yeovil Library,Somerset,Langport Library,Somerset
2018-07-09,Adult Fiction,Keynsham Library,Bath and North East Somerset,Yeovil Library,Somerset
2018-07-09,Adult Spoken Word,Street Library,Somerset,Bridgwater Library,Somerset
2018-07-09,YA / Teen Fiction,Wells Library,Somerset,Bath Central Library,Bath and North East Somerset
2018-07-09,Child Fiction,Charmouth Library,Dorset,Yatton Library,North Somerset
2018-07-09,Adult Spoken Word,Westbury-on-Trym Library,Bristol,Highcliffe Library,Dorset
2018-07-09,Adult Non Fiction,Westbury-on-Trym Library,Bristol,Fishponds Library,Bristol
2018-07-09,Large Print - Adult Fiction,Chard Library,Somerset,Bradley Stoke Library,South Gloucestershire
2018-07-09,Adult Fiction,Glastonbury Library,Somerset,Chard Library,Somerset
2018-07-09,15 DVD Premium,Keynsham Library,Bath and North East Somerset,Clifton Library,Bristol
2018-07-09,Adult Fiction,Wimborne Library,Dorset,Henleaze Library,Bristol
2018-07-09,YA / Teen Fiction,Bishopston Library,Bristol,Bath Central Library,Bath and North East Somerset
2018-07-09,Adult Non Fiction,Wells Library,Somerset,South Petherton Library,Somerset
2018-07-09,Adult Fiction,Stalbridge Library,Dorset,Yeovil Library,Somerset
2018-07-09,Adult Non Fiction,Wells Library,Somerset,Bristol Central Lending Library,Bristol
2018-07-09,Adult Non Fiction,Keynsham Library,Bath and North East Somerset,Bristol Central Lending Library,Bristol
2018-07-09,Adult Fiction,Corfe Mullen Library,Dorset,Shepton Mallet Library,Somerset
2018-07-09,Adult Non Fiction,Beaminster Library,Dorset,Henleaze Library,Bristol
2018-07-09,Child Fiction,Wells Library,Somerset,Bristol Central Lending Library,Bristol
2018-07-09,Adult Fiction,Downend Library,South Gloucestershire,Midsomer Norton Library,Bath and North East Somerset
2018-07-09,Child Fiction,Hanham Library,South Gloucestershire,Keynsham Library,Bath and North East Somerset
2018-07-09,Child Fiction,Wells Library,Somerset,Shepton Mallet Library,Somerset
2018-07-09,Adult Non Fiction,Dorchester Library,Dorset,Bristol Central Lending Library,Bristol
