registered_authority,registered_library,district_name,district_code,county_name,county_code,ward_name,ward_code,msoa_name,msoa_code,lsoa_name,lsoa_code,users
Dorset,Wareham Library,Poole (B),E06000029,,,Poole Town Ward,E05010549,Poole 015,E02003208,Poole 015I,E01032662,*
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Bere Regis Ward,E05010749,Purbeck 001,E02004263,Purbeck 001A,E01020465,54
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Castle Ward,E05010750,Purbeck 005,E02004267,Purbeck 005A,E01020466,48
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Creech Barrow Ward,E05010751,Purbeck 005,E02004267,Purbeck 005B,E01020467,187
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Langton Ward,E05010752,Purbeck 005,E02004267,Purbeck 005C,E01020468,12
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Lulworth and Winfrith Ward,E05009535,Purbeck 004,E02004266,Purbeck 004A,E01020489,25
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Lulworth and Winfrith Ward,E05009535,Purbeck 004,E02004266,Purbeck 004B,E01020490,13
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Matravers Ward,E05009536,Purbeck 001,E02004263,Purbeck 001B,E01020469,6
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Matravers Ward,E05009536,Purbeck 001,E02004263,Purbeck 001C,E01020470,*
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Minster and Upton East Ward,E05009537,Purbeck 002,E02004264,Purbeck 002B,E01020472,*
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Minster and Upton East Ward,E05009537,Purbeck 002,E02004264,Purbeck 002C,E01020473,*
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Minster and Upton West Ward,E05009538,Purbeck 002,E02004264,Purbeck 002D,E01020474,10
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,St. Martin Ward,E05009539,Purbeck 001,E02004263,Purbeck 001A,E01020465,*
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,St. Martin Ward,E05009539,Purbeck 001,E02004263,Purbeck 001B,E01020469,8
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,St. Martin Ward,E05009539,Purbeck 003,E02004265,Purbeck 003A,E01020476,80
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,St. Martin Ward,E05009539,Purbeck 003,E02004265,Purbeck 003B,E01020477,95
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage North Ward,E05009540,Purbeck 006,E02004268,Purbeck 006B,E01020479,7
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage North Ward,E05009540,Purbeck 006,E02004268,Purbeck 006C,E01020480,7
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage South Ward,E05009541,Purbeck 006,E02004268,Purbeck 006D,E01020481,*
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage South Ward,E05009541,Purbeck 006,E02004268,Purbeck 006E,E01020482,*
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage South Ward,E05009541,Purbeck 006,E02004268,Purbeck 006F,E01020483,*
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage South Ward,E05009541,Purbeck 006,E02004268,Purbeck 006G,E01020484,*
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Wareham Ward,E05010753,Purbeck 003,E02004265,Purbeck 003C,E01020485,189
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Wareham Ward,E05010753,Purbeck 003,E02004265,Purbeck 003D,E01020486,223
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Wareham Ward,E05010753,Purbeck 003,E02004265,Purbeck 003E,E01020487,90
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Wareham Ward,E05010753,Purbeck 003,E02004265,Purbeck 003F,E01020488,143
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Wool Ward,E05010754,Purbeck 004,E02004266,Purbeck 004A,E01020489,22
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Wool Ward,E05010754,Purbeck 004,E02004266,Purbeck 004B,E01020490,9
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Wool Ward,E05010754,Purbeck 004,E02004266,Purbeck 004C,E01020491,30
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Wool Ward,E05010754,Purbeck 004,E02004266,Purbeck 004D,E01020492,21
Dorset,Wareham Library,Purbeck District,E07000051,Dorset County,E10000009,Wool Ward,E05010754,Purbeck 004,E02004266,Purbeck 004E,E01020493,46
Dorset,Wareham Library,Shropshire,E06000051,,,,,Shropshire 012,E02006027,Shropshire 012D,E01028923,*
Dorset,Wareham Library,South Somerset District,E07000189,Somerset County,E10000027,Hamdon Ward,E05006835,South Somerset 017,E02006091,South Somerset 017D,E01029192,*
Dorset,Wareham Library,South Somerset District,E07000189,Somerset County,E10000027,Yeovil Central Ward,E05006853,South Somerset 015,E02006089,South Somerset 015B,E01029234,*
Dorset,Wareham Library,Surrey Heath District (B),E07000214,Surrey County,E10000030,Windlesham Ward,E05007390,Surrey Heath 001,E02006416,Surrey Heath 001F,E01030811,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Broadmayne & Crossways Ward,E05010583,West Dorset 011,E02004279,West Dorset 011A,E01020505,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Broadmayne & Crossways Ward,E05010583,West Dorset 011,E02004279,West Dorset 011C,E01020538,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Cerne Valley Ward,E05010586,West Dorset 004,E02004272,West Dorset 004B,E01020510,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester East Ward,E05010589,West Dorset 010,E02004278,West Dorset 010A,E01020518,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester East Ward,E05010589,West Dorset 010,E02004278,West Dorset 010B,E01020519,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester North Ward,E05010590,West Dorset 009,E02004277,West Dorset 009F,E01032641,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester North Ward,E05010590,West Dorset 009,E02004277,West Dorset 009G,E01032643,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester North Ward,E05010590,West Dorset 009,E02004277,West Dorset 009H,E01032644,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester South Ward,E05010591,West Dorset 010,E02004278,West Dorset 010F,E01020525,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester West Ward,E05010592,West Dorset 009,E02004277,West Dorset 009C,E01020526,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Piddle Valley Ward,E05010597,West Dorset 004,E02004272,West Dorset 004D,E01020539,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Puddletown Ward,E05010598,West Dorset 004,E02004272,West Dorset 004E,E01020540,*
Dorset,Wareham Library,West Dorset District,E07000052,Dorset County,E10000009,Puddletown Ward,E05010598,West Dorset 011,E02004279,West Dorset 011C,E01020538,*
Dorset,Wareham Library,Weymouth and Portland District (B),E07000053,Dorset County,E10000009,Melcombe Regis Ward,E05003771,Weymouth and Portland 004,E02004284,Weymouth and Portland 004B,E01020554,*
Dorset,Wareham Library,Weymouth and Portland District (B),E07000053,Dorset County,E10000009,Westham East Ward,E05003778,Weymouth and Portland 005,E02004285,Weymouth and Portland 005B,E01020573,*
Dorset,Wareham Library,Weymouth and Portland District (B),E07000053,Dorset County,E10000009,Weymouth West Ward,E05003783,Weymouth and Portland 006,E02004286,Weymouth and Portland 006A,E01020583,*
Dorset,Wareham Library,,,,,,,,,,,109
Dorset,West Moors Library,Bournemouth (B),E06000028,,,East Cliff and Springbourne Ward,E05002116,Bournemouth 015,E02003186,Bournemouth 015A,E01015292,*
Dorset,West Moors Library,Bournemouth (B),E06000028,,,Kinson North Ward,E05002118,Bournemouth 001,E02003172,Bournemouth 001A,E01015301,*
Dorset,West Moors Library,Bournemouth (B),E06000028,,,Kinson North Ward,E05002118,Bournemouth 001,E02003172,Bournemouth 001D,E01015306,*
Dorset,West Moors Library,Bournemouth (B),E06000028,,,Moordown Ward,E05002121,Bournemouth 006,E02003177,Bournemouth 006A,E01015320,*
Dorset,West Moors Library,Bournemouth (B),E06000028,,,Throop and Muscliff Ward,E05002126,Bournemouth 004,E02003175,Bournemouth 004B,E01015349,*
Dorset,West Moors Library,Christchurch District (B),E07000048,Dorset County,E10000009,Burton and Winkton Ward,E05003660,Christchurch 001,E02004236,Christchurch 001A,E01020343,*
Dorset,West Moors Library,Christchurch District (B),E07000048,Dorset County,E10000009,Mudeford and Friars Cliff Ward,E05003664,Christchurch 007,E02004242,Christchurch 007C,E01020356,*
Dorset,West Moors Library,Christchurch District (B),E07000048,Dorset County,E10000009,Portfield Ward,E05003666,Christchurch 006,E02004241,Christchurch 006A,E01020360,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Ameysford Ward,E05009516,East Dorset 009,E02004251,East Dorset 009A,E01020375,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Crane Ward,E05009520,East Dorset 001,E02004243,East Dorset 001C,E01020389,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Crane Ward,E05009520,East Dorset 005,E02004247,East Dorset 005B,E01020398,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Ferndown Central Ward,E05009521,East Dorset 008,E02004250,East Dorset 008A,E01020390,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Ferndown Central Ward,E05009521,East Dorset 008,E02004250,East Dorset 008C,E01020392,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Ferndown Central Ward,E05009521,East Dorset 008,E02004250,East Dorset 008E,E01020394,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Ferndown Central Ward,E05009521,East Dorset 011,E02004253,East Dorset 011B,E01020399,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Handley Vale Ward,E05009523,East Dorset 005,E02004247,East Dorset 005A,E01020396,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Parley Ward,E05009524,East Dorset 011,E02004253,East Dorset 011A,E01020395,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 003,E02004245,East Dorset 003A,E01020411,12
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 003,E02004245,East Dorset 003B,E01020412,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 004,E02004246,East Dorset 004A,E01020403,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 004,E02004246,East Dorset 004B,E01020404,7
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 004,E02004246,East Dorset 004C,E01020405,5
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 004,E02004246,East Dorset 004D,E01020406,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood East Ward,E05009527,East Dorset 002,E02004244,East Dorset 002B,E01020417,*
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006A,E01020421,87
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006B,E01020422,143
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006C,E01020423,108
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006D,E01020424,67
Dorset,West Moors Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006E,E01020425,73
Dorset,West Moors Library,Gravesham District (B),E07000109,Kent County,E10000016,Northfleet South Ward,E05004972,Gravesham 004,E02005058,Gravesham 004E,E01024284,*
Dorset,West Moors Library,New Forest District,E07000091,Hampshire County,E10000014,Bransgore and Burley Ward,E05004586,New Forest 016,E02004794,New Forest 016A,E01022994,*
Dorset,West Moors Library,New Forest District,E07000091,Hampshire County,E10000014,Fordingbridge Ward,E05008933,New Forest 001,E02004779,New Forest 001F,E01023024,*
Dorset,West Moors Library,North Dorset District,E07000050,Dorset County,E10000009,Shaftesbury East Ward,E05010010,North Dorset 003,E02004257,North Dorset 003B,E01020455,*
Dorset,West Moors Library,,,,,,,,,,,55
Dorset,Weymouth Library,Bournemouth (B),E06000028,,,East Cliff and Springbourne Ward,E05002116,Bournemouth 021,E02003192,Bournemouth 021B,E01015288,*
Dorset,Weymouth Library,Bournemouth (B),E06000028,,,Talbot and Branksome Woods Ward,E05002125,Bournemouth 023,E02006883,Bournemouth 023C,E01033286,*
Dorset,Weymouth Library,Bournemouth (B),E06000028,,,West Southbourne Ward,E05002128,Bournemouth 018,E02003189,Bournemouth 018D,E01015365,*
Dorset,Weymouth Library,Christchurch District (B),E07000048,Dorset County,E10000009,Highcliffe Ward,E05003662,Christchurch 003,E02004238,Christchurch 003B,E01020350,*
Dorset,Weymouth Library,City of Stoke-on-Trent (B),E06000021,,,Blurton West and Newstead Ward,E05008719,Stoke-on-Trent 032,E02002982,Stoke-on-Trent 032B,E01014236,*
Dorset,Weymouth Library,Dudley District (B),E08000027,,,Wordsley Ward,E05001259,Dudley 024,E02002023,Dudley 024A,E01009917,*
Dorset,Weymouth Library,East Dorset District,E07000049,Dorset County,E10000009,Alderholt Ward,E05009515,East Dorset 001,E02004243,East Dorset 001A,E01020373,*
Dorset,Weymouth Library,East Dorset District,E07000049,Dorset County,E10000009,Colehill East Ward,E05009517,East Dorset 007,E02004249,East Dorset 007B,E01020379,*
Dorset,Weymouth Library,Fareham District (B),E07000087,Hampshire County,E10000014,Fareham South Ward,E05004519,Fareham 011,E02004737,Fareham 011B,E01022735,*
Dorset,Weymouth Library,Halton (B),E06000006,,,Grange Ward,E05001585,Halton 013,E02002586,Halton 013B,E01012396,*
Dorset,Weymouth Library,Highland,S12000017,,,,,,,,,*
Dorset,Weymouth Library,Horsham District,E07000227,West Sussex County,E10000032,Chantry Ward,E05007650,Horsham 013,E02006600,Horsham 013C,E01031631,*
Dorset,Weymouth Library,Isle of Wight,E06000046,,,,,Isle of Wight 003,E02003583,Isle of Wight 003D,E01033229,*
Dorset,Weymouth Library,North Dorset District,E07000050,Dorset County,E10000009,Blandford Hilltop Ward,E05009999,North Dorset 007,E02004261,North Dorset 007B,E01020436,*
Dorset,Weymouth Library,North Dorset District,E07000050,Dorset County,E10000009,Gillingham Town Ward,E05010004,North Dorset 001,E02004255,North Dorset 001A,E01020443,*
Dorset,Weymouth Library,North Dorset District,E07000050,Dorset County,E10000009,Gillingham Town Ward,E05010004,North Dorset 001,E02004255,North Dorset 001B,E01020447,*
Dorset,Weymouth Library,North Dorset District,E07000050,Dorset County,E10000009,Lydden Vale Ward,E05010007,North Dorset 008,E02004262,North Dorset 008E,E01020448,*
Dorset,Weymouth Library,North Dorset District,E07000050,Dorset County,E10000009,Shaftesbury West Ward,E05010011,North Dorset 003,E02004257,North Dorset 003D,E01020457,*
Dorset,Weymouth Library,Poole (B),E06000029,,,Canford Heath East Ward,E05010539,Poole 005,E02003198,Poole 005C,E01015409,*
Dorset,Weymouth Library,Poole (B),E06000029,,,Newtown Ward,E05010545,Poole 008,E02003201,Poole 008C,E01015441,*
Dorset,Weymouth Library,Poole (B),E06000029,,,Penn Hill Ward,E05010548,Poole 013,E02003206,Poole 013C,E01015461,*
Dorset,Weymouth Library,Poole (B),E06000029,,,Poole Town Ward,E05010549,Poole 015,E02003208,Poole 015G,E01032660,*
Dorset,Weymouth Library,Preston District (B),E07000123,Lancashire County,E10000017,Lea Ward,E05005280,Preston 010,E02005262,Preston 010A,E01025270,*
Dorset,Weymouth Library,Purbeck District,E07000051,Dorset County,E10000009,Bere Regis Ward,E05010749,Purbeck 001,E02004263,Purbeck 001A,E01020465,*
Dorset,Weymouth Library,Purbeck District,E07000051,Dorset County,E10000009,Creech Barrow Ward,E05010751,Purbeck 005,E02004267,Purbeck 005B,E01020467,*
Dorset,Weymouth Library,Purbeck District,E07000051,Dorset County,E10000009,Lulworth and Winfrith Ward,E05009535,Purbeck 004,E02004266,Purbeck 004B,E01020490,*
Dorset,Weymouth Library,Purbeck District,E07000051,Dorset County,E10000009,Wool Ward,E05010754,Purbeck 004,E02004266,Purbeck 004C,E01020491,*
Dorset,Weymouth Library,Purbeck District,E07000051,Dorset County,E10000009,Wool Ward,E05010754,Purbeck 004,E02004266,Purbeck 004E,E01020493,*
Dorset,Weymouth Library,South Gloucestershire,E06000025,,,Chipping Sodbury Ward,E05002050,South Gloucestershire 008,E02003097,South Gloucestershire 008C,E01014888,*
Dorset,Weymouth Library,South Hams District,E07000044,Devon County,E10000008,Allington & Strete Ward,E05010128,South Hams 006,E02004194,South Hams 006A,E01020142,*
Dorset,Weymouth Library,South Lanarkshire,S12000029,,,,,,,,,*
